50b,29273,3,0.294434,1.821289,9.796875,0.000000,0.000000,0.000000,2.974609,94815.726562,0.000000
524,29812,3,0.301514,1.842773,9.796875,0.000000,0.000000,0.000000,3.072266,94813.125000,0.000000
53d,30351,3,0.311035,1.840820,9.804688,0.000000,0.000000,0.000000,3.023438,94814.414062,0.000000
556,30890,3,0.294434,1.804688,9.812500,0.000000,0.000000,0.000000,3.027344,94814.320312,0.000000
56f,31429,3,0.280029,1.824219,9.820312,0.000000,0.000000,0.000000,3.115234,94811.937500,0.000000
588,31968,3,0.299072,1.814453,9.828125,0.000000,0.000000,0.000000,2.992188,94815.265625,0.000000
5a1,32507,3,0.303955,1.804688,9.812500,0.000000,0.000000,0.000000,3.050781,94813.687500,0.000000
5ba,33046,3,0.287109,1.794922,9.835938,0.000000,0.000000,0.000000,3.140625,94811.250000,0.000000
5d3,33585,3,0.277588,1.809570,9.820312,0.000000,0.000000,0.000000,3.218750,94809.156250,0.000000
5ec,34124,3,0.299072,1.826172,9.789062,0.000000,0.000000,0.000000,3.111328,94812.046875,0.000000
605,34663,3,0.287109,1.797852,9.820312,0.000000,0.000000,0.000000,3.093750,94812.554688,0.000000
61e,35202,3,0.308838,1.814453,9.812500,0.000000,0.000000,0.000000,3.005859,94814.882812,0.000000
637,35741,3,0.311035,1.840820,9.796875,0.000000,0.000000,0.000000,3.048828,94813.742188,0.000000
650,36280,3,0.296875,1.824219,9.789062,0.000000,0.000000,0.000000,3.037109,94814.078125,0.000000
669,36819,3,0.282471,1.710938,9.187500,0.000000,0.000000,0.000000,3.246094,94808.812500,0.000000
682,37358,3,0.280029,1.750000,9.281250,0.000000,0.000000,0.000000,3.253906,94808.203125,0.000000
69b,37871,6,0.301514,1.829102,9.781250,0.000000,0.000000,0.000000,2.931641,94816.929688,0.000000
6b4,38380,6,0.145996,1.790039,9.851562,0.000000,0.000000,0.000000,2.931641,94817.671875,0.000000
6cd,38889,6,0.409180,1.670898,9.671875,0.000000,0.000000,0.000000,2.781250,94820.953125,0.000000
6e6,39398,6,0.232178,1.750000,9.828125,0.000000,0.000000,0.000000,2.607422,94825.671875,0.000000
6ff,39907,6,0.239380,1.807617,9.812500,0.000000,0.000000,0.000000,2.414062,94830.867188,0.000000
718,40416,6,0.334961,1.837891,9.914062,0.000000,0.000000,0.000000,2.224609,94836.015625,0.000000
731,40925,6,0.380615,1.702148,9.734375,0.000000,0.000000,0.000000,2.103516,94839.250000,0.000000
74a,41434,6,0.315918,1.776367,9.835938,0.000000,0.000000,0.000000,1.951172,94843.406250,0.000000
763,41943,6,0.330322,1.811523,9.718750,0.000000,0.000000,0.000000,1.855469,94846.000000,0.000000
77c,42452,6,0.251221,1.852539,9.882812,0.000000,0.000000,0.000000,1.724609,94849.500000,0.000000
795,42961,6,0.368652,1.788086,9.734375,0.000000,0.000000,0.000000,1.544922,94854.390625,0.000000
7ae,43470,6,0.327881,1.831055,9.804688,0.000000,0.000000,0.000000,1.511719,94855.281250,0.000000
7c7,43979,6,0.320801,1.740234,9.828125,0.000000,0.000000,0.000000,1.271484,94861.750000,0.000000
7e0,44488,6,0.275146,1.890625,9.812500,0.000000,0.000000,0.000000,1.160156,94864.765625,0.000000
7f9,44997,6,0.416504,1.898438,9.765625,0.000000,0.000000,0.000000,1.011719,94868.742188,0.000000
812,45506,6,0.363770,1.847656,9.828125,0.000000,0.000000,0.000000,0.875000,94872.484375,0.000000
82b,46015,6,0.325439,1.867188,9.796875,0.000000,0.000000,0.000000,0.902344,94871.734375,0.000000
844,46524,6,0.280029,1.747070,9.757812,0.000000,0.000000,0.000000,0.660156,94878.265625,0.000000
85d,47033,6,0.280029,1.799805,9.804688,0.000000,0.000000,0.000000,0.496094,94882.710938,0.000000
876,47542,6,0.280029,1.811523,9.773438,0.000000,0.000000,0.000000,0.308594,94887.765625,0.000000
88f,48051,6,0.217773,1.778320,9.828125,0.000000,0.000000,0.000000,0.232422,94889.812500,0.000000
8a8,48560,6,0.315918,1.819336,10.046875,0.000000,0.000000,0.000000,0.072266,94894.179688,0.000000
8c1,49069,6,0.270508,1.946289,10.617188,0.000000,0.000000,0.000000,0.031250,94895.250000,0.000000
8da,49578,6,0.325439,1.807617,9.742188,0.000000,0.000000,0.000000,0.003906,94895.984375,0.000000
8f3,50087,6,0.299072,1.788086,9.789062,0.000000,0.000000,0.000000,-0.031250,94896.953125,0.000000
90c,50596,6,0.289551,1.804688,9.820312,0.000000,0.000000,0.000000,-0.064453,94897.867188,0.000000
925,51105,6,0.327881,1.811523,9.812500,0.000000,0.000000,0.000000,-0.083984,94898.375000,0.000000
93e,51614,6,0.289551,1.831055,9.789062,0.000000,0.000000,0.000000,-0.041016,94897.234375,0.000000
957,52123,6,0.287109,1.821289,9.789062,0.000000,0.000000,0.000000,-0.080078,94898.250000,0.000000
970,52632,6,0.263184,1.790039,9.812500,0.000000,0.000000,0.000000,-0.091797,94898.593750,0.000000
989,53141,6,0.251221,1.792969,9.726562,0.000000,0.000000,0.000000,-0.144531,94900.000000,0.000000
9a2,53650,6,0.282471,1.888672,9.960938,0.000000,0.000000,0.000000,-0.177734,94900.906250,0.000000
9bb,54159,6,-0.849609,0.404541,10.851562,0.000000,0.000000,0.000000,-0.046875,94897.375000,0.000000
9d4,54668,6,-0.541016,0.260742,8.445312,0.000000,0.000000,0.000000,0.001953,94896.031250,nan
9ed,55177,6,-0.241699,1.869141,9.679688,0.000000,0.000000,0.000000,0.343750,94886.828125,0.000000
a06,55686,6,-0.993164,1.555664,9.414062,0.000000,0.000000,0.000000,0.355469,94886.507812,0.000000
a1f,56195,6,0.481201,-0.241699,9.265625,0.000000,0.000000,0.000000,0.261719,94889.890625,0.000000
a38,54841,6,0.270508,1.799805,9.796875,0.000000,0.000000,0.000000,3.154297,94815.742188,0.000000
a51,55350,6,0.263184,1.792969,9.796875,0.000000,0.000000,0.000000,3.281250,94812.296875,0.000000
a6a,55859,6,0.263184,1.859375,9.781250,0.000000,0.000000,0.000000,3.238281,94813.484375,0.000000
a83,56368,6,0.299072,1.804688,9.781250,0.000000,0.000000,0.000000,3.169922,94815.343750,0.000000
a9c,56877,6,0.258545,1.790039,9.828125,0.000000,0.000000,0.000000,3.158203,94815.625000,0.000000
ab5,57386,6,0.217773,1.785156,9.812500,0.000000,0.000000,0.000000,3.173828,94815.234375,0.000000
ace,57895,6,0.291992,1.831055,9.804688,0.000000,0.000000,0.000000,3.154297,94815.742188,0.000000
ae7,58404,6,0.229736,1.840820,9.820312,0.000000,0.000000,0.000000,3.304688,94811.710938,0.000000
b00,58913,6,0.227417,1.785156,9.812500,0.000000,0.000000,0.000000,3.240234,94813.453125,0.000000
b19,59422,6,0.320801,1.951172,9.890625,0.000000,0.000000,0.000000,3.226562,94813.796875,0.000000
b32,59931,6,0.349365,1.855469,9.859375,0.000000,0.000000,0.000000,3.257812,94812.953125,0.000000
b4b,60440,6,0.177124,1.807617,9.851562,0.000000,0.000000,0.000000,3.320312,94811.250000,0.000000
b64,60949,6,0.220215,1.742188,9.789062,0.000000,0.000000,0.000000,3.214844,94814.093750,0.000000
b7d,61458,6,0.251221,1.816406,9.875000,0.000000,0.000000,0.000000,3.207031,94814.312500,0.000000
b96,61967,6,0.284668,1.771484,9.773438,0.000000,0.000000,0.000000,3.207031,94814.312500,0.000000
baf,62476,6,0.272705,1.824219,9.812500,0.000000,0.000000,0.000000,3.099609,94817.203125,0.000000
bc8,62985,6,0.311035,1.895508,9.828125,0.000000,0.000000,0.000000,3.250000,94813.195312,0.000000
be1,63494,6,0.342285,1.776367,9.757812,0.000000,0.000000,0.000000,3.281250,94812.296875,0.000000
bfa,64003,6,0.303955,1.857422,9.804688,0.000000,0.000000,0.000000,3.214844,94814.140625,0.000000
c13,64512,6,0.248901,1.692383,9.796875,0.000000,0.000000,0.000000,3.240234,94813.414062,0.000000
c2c,65021,6,0.332764,1.754883,9.765625,0.000000,0.000000,0.000000,3.308594,94811.585938,0.000000
c45,65530,6,0.213013,1.713867,9.578125,0.000000,0.000000,0.000000,3.251953,94813.117188,0.000000
c5e,66039,6,0.282471,1.656250,9.046875,0.000000,0.000000,0.000000,3.328125,94811.078125,0.000000
c77,66548,6,0.311035,1.814453,9.312500,0.000000,0.000000,0.000000,3.314453,94811.421875,0.000000
c90,67057,6,0.263184,1.804688,9.757812,0.000000,0.000000,0.000000,3.160156,94815.609375,0.000000
ca9,67566,6,0.289551,1.831055,9.796875,0.000000,0.000000,0.000000,2.984375,94820.328125,0.000000
cc2,68075,6,0.248901,1.864258,9.835938,0.000000,0.000000,0.000000,2.949219,94821.296875,0.000000
cdb,68584,6,0.308838,1.814453,9.781250,0.000000,0.000000,0.000000,2.828125,94824.578125,0.000000
cf4,69093,6,0.201050,1.677734,9.804688,0.000000,0.000000,0.000000,2.630859,94829.906250,0.000000
d0d,69602,6,0.315918,1.878906,9.914062,0.000000,0.000000,0.000000,2.503906,94833.296875,0.000000
d26,70111,6,0.119690,1.751953,9.828125,0.000000,0.000000,0.000000,2.279297,94839.375000,0.000000
d3f,70620,6,0.327881,1.919922,9.882812,0.000000,0.000000,0.000000,2.222656,94840.906250,0.000000
d58,71129,6,0.224976,1.694336,9.757812,0.000000,0.000000,0.000000,2.134766,94843.289062,0.000000
d71,71638,6,0.277588,1.773438,9.773438,0.000000,0.000000,0.000000,1.925781,94848.953125,0.000000
d8a,72147,6,0.191528,1.750000,9.710938,0.000000,0.000000,0.000000,1.814453,94851.937500,0.000000
da3,72656,6,0.313477,1.811523,9.781250,0.000000,0.000000,0.000000,1.535156,94859.492188,0.000000
dbc,73165,6,0.217773,1.816406,9.820312,0.000000,0.000000,0.000000,1.423828,94862.093750,0.000000
dd5,73674,6,0.282471,1.776367,9.781250,0.000000,0.000000,0.000000,1.390625,94863.406250,0.000000
dee,74183,6,0.306396,1.781250,9.804688,0.000000,0.000000,0.000000,1.279297,94866.390625,0.000000
e07,74692,6,0.270508,1.811523,9.789062,0.000000,0.000000,0.000000,1.003906,94873.828125,0.000000
e20,75201,6,0.179565,1.778320,9.859375,0.000000,0.000000,0.000000,0.888672,94876.953125,0.000000
e39,75710,6,0.342285,1.864258,9.851562,0.000000,0.000000,0.000000,0.832031,94878.468750,0.000000
e52,76219,6,0.268066,1.790039,9.781250,0.000000,0.000000,0.000000,0.681641,94882.570312,0.000000
e6b,76728,6,0.354248,1.874023,9.781250,0.000000,0.000000,0.000000,0.558594,94885.851562,0.000000
e84,77237,6,0.296875,1.824219,9.781250,0.000000,0.000000,0.000000,0.472656,94888.187500,0.000000
e9d,77746,6,0.272705,1.840820,10.242188,0.000000,0.000000,0.000000,0.312500,94892.531250,0.000000
eb6,78255,6,0.260742,1.946289,10.578125,0.000000,0.000000,0.000000,0.154297,94896.781250,0.000000
ecf,78764,6,0.351807,1.885742,9.859375,0.000000,0.000000,0.000000,0.162109,94896.562500,0.000000
ee8,79273,6,0.270508,1.799805,9.820312,0.000000,0.000000,0.000000,0.189453,94895.812500,0.000000
f01,79782,6,0.239380,1.747070,9.828125,0.000000,0.000000,0.000000,0.119141,94897.757812,0.000000
f1a,80291,6,0.284668,1.842773,9.789062,0.000000,0.000000,0.000000,0.128906,94897.460938,0.000000
f33,80800,6,0.349365,1.790039,9.781250,0.000000,0.000000,0.000000,0.074219,94898.937500,0.000000
f4c,81309,6,0.275146,1.802734,9.757812,0.000000,0.000000,0.000000,0.095703,94898.359375,0.000000
f65,81818,6,0.306396,1.881836,9.976562,0.000000,0.000000,0.000000,-0.011719,94901.296875,0.000000
f7e,82327,6,0.322998,1.842773,9.789062,0.000000,0.000000,0.000000,0.005859,94900.796875,0.000000
f97,82836,6,0.272705,1.893555,9.820312,0.000000,0.000000,0.000000,0.113281,94897.898438,0.000000
